id_venta,fecha,ciudad,medio_pago,categoria,nombre_producto,cantidad,precio_unitario,importe
101,2024-03-28,Cordoba,efectivo,Limpieza,Turrón 50g,4,0.36,1.43
102,2024-03-29,Carlos Paz,efectivo,Limpieza,Verduras Congeladas Mix,3,3.05,9.16
102,2024-03-29,Carlos Paz,efectivo,Limpieza,Dulce de Leche 400g,3,1.82,5.46
103,2024-03-11,Alta Gracia,efectivo,Alimentos,Hamburguesas Congeladas x4,5,1.72,8.61
103,2024-03-11,Alta Gracia,efectivo,Alimentos,Salsa de Tomate 500g,5,0.63,3.16
103,2024-03-11,Alta Gracia,efectivo,Limpieza,Turrón 50g,1,0.36,0.36
103,2024-03-11,Alta Gracia,efectivo,Limpieza,Fernet 750ml,1,2.89,2.89
104,2024-06-17,Cordoba,qr,Alimentos,Mascarilla Capilar,2,1.13,2.25
104,2024-06-17,Cordoba,qr,Limpieza,Vino Blanco 750ml,3,1.91,5.73
104,2024-06-17,Cordoba,qr,Limpieza,Vino Blanco 750ml,5,1.91,9.55
105,2024-02-06,Carlos Paz,transferencia,Alimentos,Té Verde 20 saquitos,2,1.7,3.39
105,2024-02-06,Carlos Paz,transferencia,Limpieza,Fanta Naranja 1.5L,4,1.45,5.79
105,2024-02-06,Carlos Paz,transferencia,Limpieza,Caramelos Masticables,2,3.38,6.76
105,2024-02-06,Carlos Paz,transferencia,Limpieza,Aceitunas Negras 200g,4,1.7,6.82
105,2024-02-06,Carlos Paz,transferencia,Alimentos,Salsa de Tomate 500g,5,0.63,3.16
106,2024-03-24,Alta Gracia,transferencia,Limpieza,Caldo Concentrado Carne,3,1.83,5.49
107,2024-05-21,Carlos Paz,efectivo,Alimentos,Jugo de Manzana 1L,4,2.33,9.31
107,2024-05-21,Carlos Paz,efectivo,Alimentos,Café Molido 250g,2,1.46,2.92
107,2024-05-21,Carlos Paz,efectivo,Limpieza,Té Negro 20 saquitos,4,0.41,1.62
107,2024-05-21,Carlos Paz,efectivo,Alimentos,Agua Mineral 500ml,4,3.4,13.6
108,2024-03-25,Carlos Paz,tarjeta,Limpieza,Toallas Húmedas x50,4,2.07,8.26
109,2024-06-04,Villa Maria,transferencia,Limpieza,Queso Rallado 150g,1,2.45,2.45
109,2024-06-04,Villa Maria,transferencia,Limpieza,Whisky 750ml,1,2.1,2.1
109,2024-06-04,Villa Maria,transferencia,Limpieza,Pan Lactal Blanco,2,1.12,2.24
109,2024-06-04,Villa Maria,transferencia,Limpieza,Arroz Largo Fino 1kg,5,2.12,10.6
110,2024-05-19,Alta Gracia,efectivo,Limpieza,Jugo de Naranja 1L,1,2.97,2.97
110,2024-05-19,Alta Gracia,efectivo,Alimentos,Chicle Menta,3,2.57,7.71
110,2024-05-19,Alta Gracia,efectivo,Limpieza,Jugo de Naranja 1L,5,2.97,14.84
111,2024-02-12,Cordoba,efectivo,Alimentos,Limpiavidrios 500ml,4,0.62,2.48
111,2024-02-12,Cordoba,efectivo,Alimentos,Cepillo de Dientes,3,1.52,4.57
111,2024-02-12,Cordoba,efectivo,Limpieza,Pan Lactal Blanco,2,1.12,2.24
111,2024-02-12,Cordoba,efectivo,Alimentos,Bizcochos Salados,4,1.69,6.78
112,2024-01-19,Cordoba,tarjeta,Alimentos,Shampoo 400ml,1,1.0,1.0
112,2024-01-19,Cordoba,tarjeta,Alimentos,Pan Lactal Integral,4,0.19,0.77
112,2024-01-19,Cordoba,tarjeta,Alimentos,Salsa de Tomate 500g,5,0.63,3.16
112,2024-01-19,Cordoba,tarjeta,Alimentos,Té Verde 20 saquitos,2,1.7,3.39
112,2024-01-19,Cordoba,tarjeta,Alimentos,Chicle Menta,1,2.57,2.57
113,2024-03-08,Cordoba,transferencia,Alimentos,Lavandina 1L,2,1.18,2.37
113,2024-03-08,Cordoba,transferencia,Limpieza,Crema Dental 90g,3,1.79,5.36
114,2024-05-05,Rio Cuarto,qr,Limpieza,Energética Nitro 500ml,1,3.0,3.0
114,2024-05-05,Rio Cuarto,qr,Limpieza,Queso Azul 150g,1,1.17,1.17
114,2024-05-05,Rio Cuarto,qr,Limpieza,Yerba Mate Intensa 1kg,1,3.48,3.48
114,2024-05-05,Rio Cuarto,qr,Alimentos,Shampoo 400ml,5,1.0,5.01
114,2024-05-05,Rio Cuarto,qr,Limpieza,Crema Dental 90g,4,1.79,7.15
115,2024-02-16,Rio Cuarto,transferencia,Alimentos,Queso Cremoso 500g,4,3.44,13.76
115,2024-02-16,Rio Cuarto,transferencia,Alimentos,Limpiavidrios 500ml,5,0.62,3.1
115,2024-02-16,Rio Cuarto,transferencia,Alimentos,Mascarilla Capilar,4,1.13,4.5
115,2024-02-16,Rio Cuarto,transferencia,Limpieza,Queso Azul 150g,2,1.17,2.34
116,2024-03-18,Rio Cuarto,qr,Alimentos,Cerveza Rubia 1L,1,1.72,1.72
116,2024-03-18,Rio Cuarto,qr,Alimentos,Barrita de Cereal 30g,2,3.15,6.31
116,2024-03-18,Rio Cuarto,qr,Limpieza,Vinagre de Alcohol 500ml,4,0.85,3.4
116,2024-03-18,Rio Cuarto,qr,Limpieza,Jabón de Tocador,5,1.13,5.67
116,2024-03-18,Rio Cuarto,qr,Limpieza,Toallas Húmedas x50,4,2.07,8.26
117,2024-03-14,Cordoba,tarjeta,Alimentos,Vino Tinto Malbec 750ml,4,3.36,13.43
117,2024-03-14,Cordoba,tarjeta,Alimentos,Miel Pura 250g,2,3.55,7.09
118,2024-02-09,Cordoba,efectivo,Limpieza,Vino Blanco 750ml,5,1.91,9.55
118,2024-02-09,Cordoba,efectivo,Limpieza,Vino Blanco 750ml,3,1.91,5.73
118,2024-02-09,Cordoba,efectivo,Limpieza,Fernet 750ml,2,2.89,5.78
118,2024-02-09,Cordoba,efectivo,Alimentos,Cepillo de Dientes,3,1.52,4.57
118,2024-02-09,Cordoba,efectivo,Limpieza,Azúcar 1kg,2,0.52,1.03
119,2024-02-07,Rio Cuarto,qr,Alimentos,Fideos Spaghetti 500g,5,0.53,2.65
120,2024-04-21,Cordoba,tarjeta,Limpieza,Pan Lactal Blanco,5,1.12,5.59
